Id,Category
2998,7
2999,7
3000,9
3001,5
3002,4
3003,9
3004,9
3005,5
3006,0
3007,1
3008,3
3009,1
3010,3
3011,8
3012,9
3013,9
3014,4
3015,9
3016,1
3017,2
3018,6
3019,1
3020,5
3021,9
3022,0
3023,7
3024,7
3025,9
3026,7
3027,6
3028,0
3029,6
3030,7
3031,6
3032,6
3033,8
3034,7
3035,1
3036,9
3037,1
3038,6
3039,1
3040,0
3041,0
3042,9
3043,6
3044,4
3045,2
3046,3
3047,6
3048,3
3049,8
3050,9
3051,0
3052,5
3053,7
3054,8
3055,1
3056,9
3057,8
3058,8
3059,5
3060,5
3061,4
3062,8
3063,6
3064,3
3065,5
3066,2
3067,9
3068,1
3069,8
3070,9
3071,1
3072,4
3073,1
3074,9
3075,9
3076,1
3077,6
3078,0
3079,8
3080,1
3081,5
3082,0
3083,4
3084,8
3085,7
3086,2
3087,8
3088,6
3089,1
3090,4
3091,7
3092,5
3093,5
3094,6
3095,7
3096,1
3097,1
3098,1
3099,3
3100,0
3101,5
3102,9
3103,8
3104,4
3105,9
3106,3
3107,2
3108,5
3109,4
3110,4
3111,2
3112,9
3113,2
3114,5
3115,8
3116,6
3117,1
3118,8
3119,5
3120,9
3121,2
3122,0
3123,5
3124,5
3125,3
3126,1
3127,0
3128,6
3129,3
3130,3
3131,3
3132,0
3133,2
3134,5
3135,3
3136,7
3137,8
3138,6
3139,0
3140,9
3141,2
3142,9
3143,9
3144,6
3145,7
3146,6
3147,2
3148,7
3149,2
3150,3
3151,4
3152,2
3153,4
3154,9
3155,6
3156,3
3157,0
3158,4
3159,7
3160,5
3161,6
3162,8
3163,7
3164,1
3165,0
3166,8
3167,8
3168,5
3169,7
3170,8
3171,6
3172,0
3173,0
3174,6
3175,5
3176,4
3177,1
3178,0
3179,9
3180,5
3181,7
3182,2
3183,5
3184,3
3185,9
3186,8
3187,5
3188,7
3189,5
3190,3
3191,3
3192,9
3193,9
3194,3
3195,0
3196,5
3197,3
3198,8
3199,6
3200,8
3201,1
3202,6
3203,7
3204,0
3205,0
3206,2
3207,0
3208,1
3209,6
3210,2
3211,1
3212,1
3213,9
3214,6
3215,1
3216,5
3217,6
3218,4
3219,5
3220,1
3221,7
3222,6
3223,3
3224,4
3225,0
3226,8
3227,3
3228,4
3229,1
3230,7
3231,8
3232,6
3233,5
3234,4
3235,5
3236,6
3237,2
3238,1
3239,5
3240,1
3241,9
3242,8
3243,9
3244,2
3245,6
3246,2
3247,5
3248,5
3249,3
3250,7
3251,8
3252,7
3253,7
3254,8
3255,1
3256,3
3257,6
3258,6
3259,1
3260,8
3261,7
3262,8
3263,6
3264,6
3265,8
3266,6
3267,7
3268,6
3269,7
3270,1
3271,6
3272,9
3273,7
3274,2
3275,5
3276,5
3277,1
3278,0
3279,8
3280,3
3281,6
3282,3
3283,9
3284,3
3285,9
3286,0
3287,5
3288,8
3289,8
3290,5
3291,0
3292,8
3293,2
3294,5
3295,2
3296,2
3297,2
3298,0
3299,3
3300,1
3301,6
3302,2
3303,3
3304,5
3305,0
3306,6
3307,5
3308,7
3309,2
3310,0
3311,7
3312,6
3313,0
3314,8
3315,5
3316,3
3317,8
3318,9
3319,8
3320,9
3321,3
3322,8
3323,3
3324,3
3325,1
3326,1
3327,7
3328,7
3329,1
3330,8
3331,3
3332,9
3333,7
3334,6
3335,0
3336,5
3337,2
3338,2
3339,5
3340,0
3341,0
3342,7
3343,2
3344,5
3345,4
3346,1
3347,4
3348,2
3349,7
3350,0
3351,7
3352,8
3353,1
3354,6
3355,7
3356,4
3357,0
3358,0
3359,6
3360,6
3361,7
3362,2
3363,0
3364,7
3365,6
3366,1
3367,9
3368,9
3369,9
3370,6
3371,9
3372,8
3373,1
3374,2
3375,5
3376,0
3377,4
3378,4
3379,5
3380,7
3381,6
3382,6
3383,7
3384,7
3385,6
3386,7
3387,1
3388,2
3389,3
3390,9
3391,1
3392,7
3393,0
3394,0
3395,5
3396,9
3397,9
3398,1
3399,8
3400,6
3401,6
3402,1
3403,6
3404,8
3405,6
3406,6
3407,0
3408,0
3409,4
3410,7
3411,0
3412,0
3413,9
3414,8
3415,3
3416,7
3417,1
3418,7
3419,8
3420,1
3421,7
3422,5
3423,0
3424,8
3425,8
3426,6
3427,6
3428,2
3429,9
3430,9
3431,7
3432,9
3433,7
3434,8
3435,0
3436,9
3437,6
3438,8
3439,4
3440,0
3441,7
3442,6
3443,0
3444,4
3445,6
3446,1
3447,1
3448,6
3449,8
3450,3
3451,7
3452,1
3453,1
3454,8
3455,1
3456,2
3457,1
3458,7
3459,8
3460,1
3461,7
3462,5
3463,0
3464,3
3465,6
3466,0
3467,9
3468,6
3469,8
3470,8
3471,9
3472,7
3473,6
3474,7
3475,6
3476,6
3477,1
3478,6
3479,4
3480,8
3481,7
3482,6
3483,4
3484,4
3485,1
3486,6
3487,9
3488,5
3489,0
3490,9
3491,5
3492,0
3493,3
3494,9
3495,9
3496,3
3497,5
3498,9
3499,2
3500,8
3501,0
3502,7
3503,8
3504,9
3505,6
3506,7
3507,6
3508,4
3509,8
3510,2
3511,4
3512,6
3513,6
3514,9
3515,0
3516,5
3517,4
3518,6
3519,3
3520,8
3521,0
3522,8
3523,1
3524,8
3525,4
3526,2
3527,6
3528,8
3529,9
3530,4
3531,6
3532,9
3533,4
3534,3
3535,8
3536,8
3537,0
3538,1
3539,7
3540,0
3541,7
3542,6
3543,5
3544,7
3545,3
3546,5
3547,6
3548,6
3549,4
3550,6
3551,9
3552,2
3553,5
3554,6
3555,6
3556,4
3557,9
3558,1
3559,8
3560,0
3561,6
3562,1
3563,0
3564,1
3565,8
3566,4
3567,2
3568,9
3569,7
3570,1
3571,2
3572,1
3573,1
3574,8
3575,9
3576,8
3577,2
3578,5
3579,8
3580,7
3581,8
3582,6
3583,7
3584,5
3585,1
3586,3
3587,4
3588,5
3589,8
3590,9
3591,7
3592,6
3593,0
3594,3
3595,0
3596,0
3597,0
3598,9
3599,2
3600,1
3601,2
3602,4
3603,6
3604,6
3605,7
3606,1
3607,5
3608,5
3609,1
3610,6
3611,3
3612,3
3613,1
3614,6
3615,7
3616,6
3617,0
3618,8
3619,1
3620,5
3621,6
3622,7
3623,4
3624,3
3625,8
3626,6
3627,3
3628,8
3629,1
3630,1
3631,6
3632,7
3633,1
3634,8
3635,0
3636,8
3637,2
3638,8
3639,1
3640,4
3641,2
3642,9
3643,0
3644,8
3645,8
3646,4
3647,4
3648,6
3649,6
3650,4
3651,9
3652,6
3653,1
3654,7
3655,0
3656,9
3657,2
3658,9
3659,9
3660,3
3661,5
3662,8
3663,7
3664,5
3665,6
3666,5
3667,3
3668,5
3669,6
3670,0
3671,8
3672,8
3673,7
3674,0
3675,0
3676,6
3677,7
3678,8
3679,8
3680,9
3681,9
3682,2
3683,8
3684,9
3685,3
3686,0
3687,9
3688,7
3689,5
3690,6
3691,1
3692,5
3693,7
3694,6
3695,2
3696,9
3697,5
3698,8
3699,9
3700,2
3701,8
3702,2
3703,2
3704,8
3705,5
3706,5
3707,9
3708,1
3709,6
3710,6
3711,5
3712,9
3713,3
3714,0
3715,1
3716,6
3717,6
3718,1
3719,9
3720,5
3721,5
3722,2
3723,1
3724,1
3725,5
3726,6
3727,1
3728,7
3729,4
3730,9
3731,0
3732,7
3733,7
3734,6
3735,1
3736,7
3737,7
3738,5
3739,0
3740,8
3741,1
3742,6
3743,9
3744,8
3745,6
3746,5
3747,4
3748,9
3749,8
3750,5
3751,5
3752,4
3753,7
3754,4
3755,9
3756,1
3757,9
3758,2
3759,1
3760,6
3761,4
3762,8
3763,6
3764,6
3765,2
3766,4
3767,7
3768,0
3769,7
3770,6
3771,2
3772,1
3773,0
3774,0
3775,8
3776,9
3777,9
3778,1
3779,8
3780,7
3781,2
3782,5
3783,4
3784,9
3785,8
3786,2
3787,3
3788,3
3789,8
3790,7
3791,4
3792,3
3793,0
3794,9
3795,8
3796,4
3797,5
3798,1
3799,8
3800,5
3801,4
3802,1
3803,0
3804,2
3805,1
3806,7
3807,5
3808,0
3809,2
3810,0
3811,9
3812,5
3813,1
3814,2
3815,8
3816,8
3817,6
3818,5
3819,8
3820,6
3821,2
3822,5
3823,0
3824,0
3825,5
3826,7
3827,6
3828,7
3829,1
3830,8
3831,2
3832,6
3833,8
3834,8
3835,8
3836,4
3837,6
3838,2
3839,0
3840,1
3841,9
3842,0
3843,1
3844,7
3845,6
3846,9
3847,5
3848,1
3849,6
3850,2
3851,7
3852,9
3853,2
3854,6
3855,6
3856,3
3857,2
3858,1
3859,1
3860,9
3861,6
3862,6
3863,0
3864,2
3865,1
3866,9
3867,6
3868,9
3869,9
3870,1
3871,9
3872,8
3873,6
3874,9
3875,6
3876,9
3877,3
3878,6
3879,3
3880,7
3881,1
3882,0
3883,9
3884,0
3885,3
3886,9
3887,2
3888,5
3889,8
3890,9
3891,4
3892,3
3893,8
3894,0
3895,7
3896,7
3897,8
3898,0
3899,1
3900,1
3901,9
3902,1
3903,6
3904,0
3905,4
3906,9
3907,3
3908,4
3909,1
3910,6
3911,6
3912,9
3913,3
3914,5
3915,3
3916,5
3917,2
3918,4
3919,7
3920,6
3921,7
3922,0
3923,1
3924,7
3925,0
3926,8
3927,6
3928,6
3929,9
3930,7
3931,3
3932,8
3933,2
3934,8
3935,1
3936,8
3937,6
3938,1
3939,3
3940,5
3941,7
3942,9
3943,9
3944,6
3945,0
3946,1
3947,6
3948,0
3949,7
3950,9
3951,7
3952,8
3953,1
3954,8
3955,6
3956,9
3957,8
3958,1
3959,8
3960,2
3961,7
3962,6
3963,1
3964,0
3965,8
3966,7
3967,1
3968,0
3969,6
3970,9
3971,1
3972,8
3973,3
3974,5
3975,0
3976,7
3977,9
3978,3
3979,5
3980,6
3981,4
3982,5
3983,9
3984,1
3985,0
3986,6
3987,7
3988,8
3989,9
3990,5
3991,7
3992,6
3993,3
3994,7
3995,8
3996,6
3997,1
3998,0
3999,0
4000,5
4001,0
4002,9
4003,1
4004,7
4005,6
4006,1
4007,6
4008,9
4009,9
4010,6
4011,1
4012,5
4013,4
4014,1
4015,4
4016,8
4017,1
4018,8
4019,0
4020,7
4021,5
4022,3
4023,4
4024,1
4025,0
4026,0
4027,1
4028,5
4029,9
4030,5
4031,9
4032,4
4033,6
4034,8
4035,7
4036,7
4037,0
4038,7
4039,5
4040,6
4041,5
4042,9
4043,0
4044,5
4045,4
4046,3
4047,7
4048,8
4049,5
4050,2
4051,0
4052,6
4053,1
4054,5
4055,7
4056,1
4057,0
4058,5
4059,6
4060,0
4061,9
4062,3
4063,1
4064,5
4065,8
4066,0
4067,6
4068,1
4069,0
4070,6
4071,7
4072,6
4073,8
4074,4
4075,3
4076,7
4077,3
4078,5
4079,5
4080,9
4081,9
4082,4
4083,9
4084,8
4085,1
4086,5
4087,1
4088,5
4089,1
4090,4
4091,9
4092,1
4093,3
4094,2
4095,8
4096,9
4097,7
4098,3
4099,6
4100,6
4101,9
4102,5
4103,2
4104,1
4105,9
4106,6
4107,0
4108,0
4109,1
4110,1
4111,9
4112,8
4113,5
4114,1
4115,9
4116,9
4117,0
4118,9
4119,7
4120,2
4121,3
4122,8
4123,6
4124,7
4125,8
4126,0
4127,1
4128,0
4129,9
4130,9
4131,0
4132,1
4133,1
4134,3
4135,6
4136,9
4137,8
4138,0
4139,4
4140,8
4141,0
4142,7
4143,2
4144,7
4145,7
4146,9
4147,2
4148,1
4149,6
4150,6
4151,0
4152,5
4153,9
4154,5
4155,8
4156,6
4157,9
4158,2
4159,7
4160,6
4161,3
4162,8
4163,1
4164,3
4165,9
4166,0
4167,0
4168,0
4169,9
4170,3
4171,3
4172,0
4173,9
4174,1
4175,6
4176,1
4177,0
4178,0
4179,9
4180,7
4181,3
4182,2
4183,9
4184,5
4185,2
4186,1
4187,7
4188,1
4189,1
4190,7
4191,8
4192,0
4193,9
4194,6
4195,8
4196,6
4197,2
4198,2
4199,1
4200,9
4201,8
4202,1
4203,6
4204,8
4205,7
4206,9
4207,5
4208,5
4209,3
4210,6
4211,6
4212,1
4213,6
4214,0
4215,9
4216,8
4217,0
4218,9
4219,7
4220,6
4221,3
4222,3
4223,5
4224,7
4225,5
4226,4
4227,8
4228,1
4229,6
4230,1
4231,2
4232,1
4233,4
4234,1
4235,8
4236,0
4237,7
4238,2
4239,4
4240,7
4241,8
4242,7
4243,7
4244,6
4245,7
4246,4
4247,0
4248,1
4249,5
4250,6
4251,0
4252,3
4253,9
4254,9
4255,6
4256,1
4257,6
4258,2
4259,1
4260,4
4261,8
4262,8
4263,3
4264,5
4265,6
4266,7
4267,6
4268,0
4269,0
4270,2
4271,9
4272,6
4273,8
4274,3
4275,9
4276,8
4277,2
4278,8
4279,8
4280,8
4281,8
4282,9
4283,4
4284,7
4285,9
4286,7
4287,5
4288,7
4289,4
4290,7
4291,6
4292,1
4293,0
4294,2
4295,6
4296,9
4297,0
4298,8
4299,8
4300,7
4301,0
4302,9
4303,7
4304,9
4305,6
4306,8
4307,0
4308,0
4309,3
4310,7
4311,4
4312,6
4313,8
4314,4
4315,8
4316,8
4317,3
4318,4
4319,9
4320,0
4321,1
4322,0
4323,2
4324,0
4325,5
4326,8
4327,2
4328,8
4329,6
4330,0
4331,2
4332,1
4333,9
4334,5
4335,6
4336,0
4337,7
4338,4
4339,0
4340,5
4341,7
4342,9
4343,2
4344,4
4345,1
4346,4
4347,0
4348,5
4349,3
4350,1
4351,2
4352,7
4353,4
4354,4
4355,0
4356,8
4357,6
4358,3
4359,8
4360,7
4361,2
4362,9
4363,9
4364,0
4365,3
4366,7
4367,7
4368,9
4369,0
4370,6
4371,0
4372,4
4373,9
4374,6
4375,7
4376,7
4377,6
4378,8
4379,5
4380,7
4381,5
4382,1
4383,1
4384,0
4385,3
4386,3
4387,6
4388,4
4389,5
4390,9
4391,7
4392,7
4393,1
4394,2
4395,0
4396,1
4397,6
4398,1
4399,4
4400,4
4401,2
4402,6
4403,0
4404,0
4405,2
4406,8
4407,0
4408,9
4409,7
4410,1
4411,5
4412,3
4413,1
4414,6
4415,7
4416,3
4417,0
4418,3
4419,3
4420,3
4421,7
4422,8
4423,1
4424,9
4425,6
4426,3
4427,4
4428,7
4429,1
4430,4
4431,6
4432,0
4433,9
4434,5
4435,1
4436,4
4437,0
4438,5
4439,3
4440,8
4441,6
4442,0
4443,1
4444,8
4445,2
4446,1
4447,7
4448,9
4449,6
4450,9
4451,6
4452,9
4453,9
4454,6
4455,3
4456,6
4457,6
4458,2
4459,0
4460,7
4461,1
4462,6
4463,4
4464,6
4465,8
4466,6
4467,5
4468,1
4469,6
4470,5
4471,9
4472,8
4473,3
4474,9
4475,3
4476,7
4477,4
4478,0
4479,0
4480,7
4481,6
4482,1
4483,0
4484,9
4485,1
4486,3
4487,1
4488,5
4489,8
4490,5
4491,5
4492,7
4493,9
4494,1
4495,5
4496,8
4497,0
4498,4
4499,7
4500,1
4501,8
4502,8
4503,4
4504,7
4505,9
4506,6
4507,6
4508,9
4509,8
4510,3
4511,4
4512,0
4513,9
4514,6
4515,1
4516,1
4517,4
4518,5
4519,1
4520,7
4521,9
4522,8
4523,3
4524,5
4525,6
4526,6
4527,8
4528,6
4529,9
4530,4
4531,4
4532,2
4533,4
4534,8
4535,0
4536,8
4537,9
4538,2
4539,8
4540,8
4541,3
4542,3
4543,6
4544,1
4545,1
4546,5
4547,1
4548,0
4549,4
4550,0
4551,2
4552,0
4553,4
4554,8
4555,0
4556,8
4557,6
4558,1
4559,9
4560,6
4561,6
4562,2
4563,9
4564,0
4565,6
4566,4
4567,5
4568,8
4569,8
4570,8
4571,4
4572,6
4573,6
4574,0
4575,7
4576,6
4577,0
4578,0
4579,7
4580,4
4581,8
4582,8
4583,2
4584,6
4585,9
4586,6
4587,6
4588,9
4589,5
4590,4
4591,9
4592,5
4593,6
4594,6
4595,0
4596,6
4597,3
4598,8
4599,8
4600,9
4601,6
4602,2
4603,9
4604,8
4605,8
4606,8
4607,1
4608,6
4609,1
4610,8
4611,6
4612,9
4613,8
4614,6
4615,0
4616,1
4617,1
4618,6
4619,6
4620,8
4621,9
4622,1
4623,6
4624,2
4625,6
4626,3
4627,7
4628,9
4629,2
4630,2
4631,5
4632,1
4633,9
4634,6
4635,5
4636,5
4637,8
4638,2
4639,9
4640,1
4641,0
4642,6
4643,6
4644,2
4645,3
4646,5
4647,8
4648,9
4649,0
4650,0
4651,0
4652,6
4653,1
4654,6
4655,4
4656,5
4657,7
4658,7
4659,6
4660,4
4661,3
4662,2
4663,8
4664,8
4665,5
4666,6
4667,0
4668,8
4669,4
4670,1
4671,2
4672,5
4673,9
4674,5
4675,7
4676,6
4677,8
4678,5
4679,7
4680,8
4681,6
4682,6
4683,7
4684,5
4685,5
4686,1
4687,6
4688,6
4689,9
4690,5
4691,8
4692,1
4693,5
4694,0
4695,1
4696,8
4697,8
4698,1
4699,5
4700,4
4701,8
4702,1
4703,0
4704,0
4705,6
4706,2
4707,6
4708,7
4709,5
4710,1
4711,5
4712,6
4713,9
4714,4
4715,0
4716,9
4717,5
4718,3
4719,6
4720,0
4721,7
4722,0
4723,1
4724,1
4725,6
4726,0
4727,0
4728,0
4729,1
4730,4
4731,9
4732,7
4733,0
4734,8
4735,7
4736,1
4737,8
4738,9
4739,5
4740,5
4741,6
4742,6
4743,9
4744,7
4745,6
4746,3
4747,0
4748,1
4749,7
4750,9
4751,7
4752,6
4753,1
4754,5
4755,5
4756,8
4757,1
4758,9
4759,8
4760,5
4761,7
4762,5
4763,2
4764,7
4765,6
4766,5
4767,9
4768,8
4769,6
4770,6
4771,7
4772,0
4773,3
4774,8
4775,6
4776,2
4777,5
4778,3
4779,7
4780,9
4781,4
4782,6
4783,0
4784,9
4785,4
4786,9
4787,4
4788,1
4789,9
4790,1
4791,2
4792,7
4793,9
4794,6
4795,1
4796,5
4797,0
4798,9
4799,0
4800,5
4801,6
4802,0
4803,0
4804,7
4805,7
4806,1
4807,8
4808,8
4809,0
4810,4
4811,4
4812,5
4813,0
4814,2
4815,6
4816,1
4817,7
4818,9
4819,1
4820,6
4821,7
4822,5
4823,8
4824,0
4825,9
4826,1
4827,2
4828,5
4829,3
4830,8
4831,6
4832,6
4833,1
4834,4
4835,2
4836,5
4837,9
4838,1
4839,0
4840,8
4841,1
4842,5
4843,4
4844,1
4845,7
4846,8
4847,0
4848,9
4849,6
4850,4
4851,6
4852,0
4853,9
4854,6
4855,0
4856,1
4857,4
4858,3
4859,0
4860,4
4861,5
4862,6
4863,8
4864,5
4865,2
4866,6
4867,3
4868,3
4869,9
4870,1
4871,8
4872,7
4873,6
4874,6
4875,2
4876,9
4877,4
4878,5
4879,4
4880,1
4881,1
4882,2
4883,7
4884,4
4885,6
4886,0
4887,8
4888,9
4889,6
4890,6
4891,3
4892,6
4893,8
4894,6
4895,9
4896,0
4897,0
4898,5
4899,7
4900,1
4901,8
4902,5
4903,1
4904,8
4905,2
4906,7
4907,1
4908,2
4909,6
4910,9
4911,6
4912,5
4913,7
4914,9
4915,8
4916,7
4917,4
4918,8
4919,8
4920,6
4921,3
4922,9
4923,7
4924,6
4925,6
4926,6
4927,0
4928,7
4929,3
4930,9
4931,7
4932,9
4933,0
4934,6
4935,4
4936,0
4937,8
4938,0
4939,2
4940,1
4941,5
4942,2
4943,6
4944,4
4945,9
4946,0
4947,8
4948,7
4949,8
4950,4
4951,4
4952,2
4953,4
4954,6
4955,3
4956,9
4957,7
4958,1
4959,4
4960,8
4961,1
4962,3
4963,6
4964,3
4965,3
4966,9
4967,6
4968,7
4969,6
4970,5
4971,9
4972,0
4973,6
4974,0
4975,8
4976,6
4977,0
4978,4
4979,5
4980,0
4981,2
4982,6
4983,2
4984,9
4985,3
4986,2
4987,7
4988,7
4989,4
4990,8
4991,6
4992,1
4993,1
4994,8
4995,6
4996,3
4997,3
4998,0
4999,7
5000,1
5001,5
5002,6
5003,7
5004,8
5005,9
5006,0
5007,5
5008,2
5009,1
5010,5
5011,1
5012,7
5013,8
5014,6
5015,3
5016,6
5017,7
5018,8
5019,4
5020,6
5021,5
5022,8
5023,1
5024,3
5025,7
5026,1
5027,9
5028,7
5029,8
5030,8
5031,6
5032,5
5033,0
5034,1
5035,0
5036,3
5037,5
5038,8
5039,0
5040,7
5041,9
5042,0
5043,5
5044,0
5045,4
5046,4
5047,7
5048,9
5049,5
5050,0
5051,1
5052,4
5053,7
5054,6
5055,6
5056,3
5057,7
5058,0
5059,6
5060,1
5061,0
5062,6
5063,6
5064,3
5065,8
5066,4
5067,9
5068,9
5069,9
5070,2
5071,8
5072,0
5073,8
5074,1
5075,4
5076,4
5077,6
5078,7
5079,6
5080,6
5081,6
5082,8
5083,5
5084,7
5085,7
5086,4
5087,3
5088,0
5089,7
5090,5
5091,9
5092,0
5093,1
5094,1
5095,7
5096,9
5097,8
5098,9
5099,0
5100,5
5101,0
5102,6
5103,1
5104,2
5105,1
5106,9
5107,1
5108,7
5109,4
5110,7
5111,4
5112,5
5113,8
5114,2
5115,6
5116,4
5117,5
5118,4
5119,6
5120,9
5121,1
5122,7
5123,7
5124,0
5125,6
5126,0
5127,2
5128,1
5129,0
5130,8
5131,1
5132,8
5133,9
5134,4
5135,6
5136,1
5137,6
5138,5
5139,9
5140,2
5141,6
5142,6
5143,8
5144,8
5145,4
5146,9
5147,1
5148,8
5149,7
5150,9
5151,6
5152,9
5153,3
5154,9
5155,5
5156,7
5157,1
5158,0
5159,8
5160,6
5161,8
5162,5
5163,0
5164,3
5165,7
5166,1
5167,7
5168,1
5169,9
5170,6
5171,3
5172,0
5173,6
5174,3
5175,1
5176,0
5177,9
5178,8
5179,2
5180,1
5181,6
5182,8
5183,8
5184,4
5185,2
5186,2
5187,2
5188,6
5189,6
5190,1
5191,5
5192,7
5193,2
5194,5
5195,0
5196,1
5197,5
5198,6
5199,9
5200,7
5201,5
5202,8
5203,1
5204,7
5205,5
5206,5
5207,8
5208,5
5209,0
5210,5
5211,0
5212,0
5213,9
5214,1
5215,5
5216,8
5217,7
5218,0
5219,7
5220,6
5221,4
5222,4
5223,8
5224,4
5225,4
5226,6
5227,9
5228,9
5229,3
5230,3
5231,4
5232,0
5233,5
5234,7
5235,9
5236,1
5237,1
5238,6
5239,7
5240,5
5241,4
5242,9
5243,6
5244,6
5245,6
5246,6
5247,3
5248,5
5249,8
5250,1
5251,3
5252,6
5253,2
5254,1
5255,4
5256,6
5257,5
5258,0
5259,7
5260,1
5261,8
5262,1
5263,9
5264,4
5265,1
5266,2
5267,5
5268,8
5269,9
5270,0
5271,9
5272,6
5273,9
5274,0
5275,6
5276,1
5277,2
5278,5
5279,4
5280,5
5281,9
5282,3
5283,6
5284,1
5285,0
5286,0
5287,4
5288,8
5289,9
5290,9
5291,6
5292,8
5293,0
5294,6
5295,3
5296,1
5297,9
5298,5
5299,1
5300,0
5301,5
5302,9
5303,5
5304,2
5305,5
5306,4
5307,6
5308,8
5309,7
5310,7
5311,7
5312,6
5313,9
5314,1
5315,6
5316,5
5317,1
5318,7
5319,0
5320,0
5321,3
5322,2
5323,1
5324,8
5325,5
5326,0
5327,7
5328,1
5329,0
5330,1
5331,7
5332,6
5333,8
5334,6
5335,4
5336,7
5337,9
5338,0
5339,5
5340,0
5341,6
5342,4
5343,0
5344,0
5345,0
5346,9
5347,3
5348,6
5349,6
5350,7
5351,6
5352,0
5353,9
5354,7
5355,9
5356,5
5357,0
5358,8
5359,3
5360,9
5361,0
5362,4
5363,4
5364,8
5365,2
5366,5
5367,8
5368,7
5369,9
5370,2
5371,6
5372,2
5373,3
5374,7
5375,9
5376,6
5377,7
5378,2
5379,2
5380,3
5381,2
5382,8
5383,1
5384,9
5385,8
5386,0
5387,9
5388,3
5389,7
5390,5
5391,8
5392,8
5393,3
5394,3
5395,9
5396,9
5397,7
5398,9
5399,7
5400,6
5401,1
5402,9
5403,4
5404,6
5405,1
5406,1
5407,4
5408,6
5409,9
5410,7
5411,7
5412,7
5413,1
5414,0
5415,1
5416,5
5417,1
5418,0
5419,9
5420,9
5421,2
5422,1
5423,8
5424,2
5425,3
5426,3
5427,7
5428,6
5429,6
5430,0
5431,4
5432,7
5433,8
5434,7
5435,5
5436,5
5437,0
5438,1
5439,7
5440,7
5441,3
5442,7
5443,8
5444,6
5445,9
5446,9
5447,6
5448,1
5449,3
5450,8
5451,2
5452,2
5453,2
5454,9
5455,9
5456,2
5457,8
5458,3
5459,5
5460,2
5461,1
5462,8
5463,0
5464,3
5465,2
5466,5
5467,1
5468,0
5469,2
5470,0
5471,0
5472,4
5473,6
5474,0
5475,1
5476,5
5477,4
5478,3
5479,4
5480,2
5481,7
5482,3
5483,0
5484,8
5485,7
5486,5
5487,0
5488,2
5489,6
5490,0
5491,9
5492,7
5493,7
5494,0
5495,2
5496,2
5497,8
5498,8
5499,0
5500,1
5501,5
5502,7
5503,7
5504,0
5505,8
5506,9
5507,6
5508,9
5509,5
5510,1
5511,9
5512,6
5513,0
5514,5
5515,8
5516,9
5517,4
5518,7
5519,6
5520,0
5521,3
5522,2
5523,1
5524,6
5525,0
5526,7
5527,5
5528,9
5529,3
5530,1
5531,6
5532,3
5533,2
5534,2
5535,6
5536,1
5537,0
5538,1
5539,6
5540,6
5541,4
5542,8
5543,3
5544,5
5545,5
5546,5
5547,1
5548,4
5549,1
5550,6
5551,0
5552,8
5553,7
5554,8
5555,7
5556,3
5557,6
5558,3
5559,6
5560,4
5561,1
5562,1
5563,6
5564,1
5565,9
5566,4
5567,1
5568,4
5569,6
5570,4
5571,5
5572,3
5573,5
5574,7
5575,6
5576,2
5577,9
5578,8
5579,1
5580,7
5581,9
5582,5
5583,1
5584,4
5585,0
5586,1
5587,6
5588,9
5589,0
5590,3
5591,1
5592,5
5593,3
5594,6
5595,2
5596,0
5597,4
5598,0
5599,6
5600,9
5601,0
5602,7
5603,9
5604,4
5605,0
5606,8
5607,7
5608,5
5609,1
5610,7
5611,6
5612,3
5613,1
5614,3
5615,9
5616,1
5617,8
5618,1
5619,8
5620,1
5621,6
5622,0
5623,8
5624,8
5625,8
5626,7
5627,5
5628,1
5629,0
5630,3
5631,0
5632,4
5633,2
5634,8
5635,1
5636,9
5637,1
5638,3
5639,0
5640,2
5641,9
5642,3
5643,7
5644,0
5645,7
5646,1
5647,5
5648,0
5649,4
5650,2
5651,8
5652,7
5653,5
5654,0
5655,6
5656,6
5657,8
5658,5
5659,6
5660,7
5661,8
5662,4
5663,8
5664,4
5665,9
5666,8
5667,1
5668,6
5669,2
5670,6
5671,2
5672,6
5673,5
5674,4
5675,9
5676,1
5677,3
5678,6
5679,1
5680,7
5681,6
5682,8
5683,2
5684,0
5685,2
5686,5
5687,0
5688,0
5689,1
5690,8
5691,6
5692,9
5693,0
5694,7
5695,5
5696,6
5697,6
5698,4
5699,1
5700,6
5701,9
5702,5
5703,5
5704,0
5705,5
5706,9
5707,0
5708,7
5709,2
5710,7
5711,6
5712,0
5713,6
5714,6
5715,2
5716,9
5717,4
5718,4
5719,0
5720,6
5721,9
5722,3
5723,1
5724,2
5725,6
5726,3
5727,3
5728,8
5729,6
5730,6
5731,0
5732,7
5733,8
5734,5
5735,6
5736,4
5737,9
5738,6
5739,7
5740,1
5741,1
5742,7
5743,2
5744,4
5745,6
5746,0
5747,1
5748,0
5749,6
5750,6
5751,5
5752,9
5753,2
5754,6
5755,8
5756,3
5757,1
5758,1
5759,8
5760,6
5761,8
5762,0
5763,4
5764,0
5765,6
5766,1
5767,5
5768,2
5769,1
5770,5
5771,1
5772,8
5773,8
5774,7
5775,2
5776,8
5777,8
5778,8
5779,7
5780,9
5781,8
5782,7
5783,6
5784,1
5785,2
5786,7
5787,1
5788,9
5789,1
5790,9
5791,0
5792,1
5793,9
5794,6
5795,2
